tourney_name,surface,player,seed,ace,df,svperc,firstwon,secondwon,tour,result
Brisbane,Hard,Karolina Pliskova,5,1,5,61.79775280898876,72.72727272727273,38.23529411764706,WTA,win
Brisbane,Hard,Karolina Pliskova,5,3,4,70.49180327868852,74.4186046511628,44.44444444444444,WTA,win
Brisbane,Hard,Donna Vekic,NA,3,1,53.48837209302326,69.56521739130434,65,WTA,win
Brisbane,Hard,Karolina Pliskova,5,14,1,62.71186440677966,75.67567567567568,50,WTA,win
Brisbane,Hard,Naomi Osaka,2,11,1,69.86301369863014,74.50980392156863,54.54545454545455,WTA,win
Brisbane,Hard,Donna Vekic,NA,2,8,66.66666666666667,71.42857142857143,31.428571428571427,WTA,win
Brisbane,Hard,Ajla Tomljanovic,NA,8,3,69.56521739130434,66.66666666666667,42.857142857142854,WTA,win
Brisbane,Hard,Karolina Pliskova,5,3,1,53.44827586206897,77.41935483870968,48.148148148148145,WTA,win
Brisbane,Hard,Anastasija Sevastova,8,3,0,55.26315789473684,80.95238095238095,70.58823529411765,WTA,win
Brisbane,Hard,Naomi Osaka,2,9,1,66.15384615384616,72.09302325581395,54.54545454545455,WTA,win
Brisbane,Hard,Donna Vekic,NA,6,4,57.142857142857146,82.14285714285714,52.38095238095238,WTA,win
Brisbane,Hard,Kiki Bertens,6,7,7,56.70103092783505,70.9090909090909,52.38095238095238,WTA,win
Brisbane,Hard,Johanna Konta,NA,2,0,72.36842105263158,58.18181818181818,57.142857142857146,WTA,win
Brisbane,Hard,Ajla Tomljanovic,NA,4,4,63.492063492063494,70,39.130434782608695,WTA,win
Brisbane,Hard,Karolina Pliskova,5,11,2,69.23076923076923,74.60317460317461,42.857142857142854,WTA,win
Brisbane,Hard,Petra Kvitova,4,9,8,64.1025641025641,68,47.61904761904762,WTA,win
Brisbane,Hard,Anastasija Sevastova,8,3,2,53.06122448979592,84.61538461538461,47.82608695652174,WTA,win
Sydney,Hard,Petra Kvitova,5,3,10,60.416666666666664,68.96551724137932,44.73684210526316,WTA,win
Sydney,Hard,Ashleigh Barty,NA,6,3,54.716981132075475,81.03448275862068,56.25,WTA,win
Sydney,Hard,Petra Kvitova,5,2,0,66.66666666666667,81.25,56.25,WTA,win
Sydney,Hard,Ashleigh Barty,NA,2,4,64.91228070175438,62.16216216216216,55,WTA,win
Sydney,Hard,Kiki Bertens,7,2,1,57.5,82.6086956521739,76.47058823529412,WTA,win
Sydney,Hard,Petra Kvitova,5,4,1,64.91228070175438,70.27027027027027,60,WTA,win
Sydney,Hard,Ashleigh Barty,NA,5,0,72.85714285714286,68.62745098039215,36.8421052631579,WTA,win
Sydney,Hard,Elise Mertens,10,4,4,63.63636363636363,65.71428571428571,50,WTA,win
Sydney,Hard,Yulia Putintseva,NA,6,2,74.6987951807229,64.51612903225806,52.38095238095238,WTA,win
Sydney,Hard,Kiki Bertens,7,NA,NA,NA,NA,NA,WTA,win
Sydney,Hard,Petra Kvitova,5,8,4,69.6969696969697,80.43478260869566,40,WTA,win
Sydney,Hard,Ashleigh Barty,NA,5,4,50,85.18518518518519,48.148148148148145,WTA,win
Sydney,Hard,Elise Mertens,10,4,2,60.215053763440864,58.92857142857143,48.648648648648646,WTA,win
Sydney,Hard,Yulia Putintseva,NA,0,1,76.78571428571429,60.46511627906977,69.23076923076923,WTA,win
Sydney,Hard,Kiki Bertens,7,9,1,67.14285714285714,70.2127659574468,56.52173913043478,WTA,win
Sydney,Hard,Petra Kvitova,5,5,4,54.83870967741935,85.29411764705883,35.714285714285715,WTA,win
Sydney,Hard,Su Wei Hsieh,NA,1,3,59.21052631578947,73.33333333333333,51.61290322580645,WTA,win
St. Petersburg,Hard,Kiki Bertens,2,8,6,52.7027027027027,79.48717948717949,45.714285714285715,WTA,win
St. Petersburg,Hard,Donna Vekic,8,2,2,65.9090909090909,86.20689655172414,53.333333333333336,WTA,win
St. Petersburg,Hard,Kiki Bertens,2,9,6,53.521126760563384,76.3157894736842,39.39393939393939,WTA,win
St. Petersburg,Hard,Donna Vekic,8,1,4,53.84615384615385,67.85714285714286,58.333333333333336,WTA,win
St. Petersburg,Hard,Aryna Sabalenka,4,2,2,59.701492537313435,65,51.851851851851855,WTA,win
St. Petersburg,Hard,Kiki Bertens,2,5,3,51.724137931034484,76.66666666666667,64.28571428571429,WTA,win
St. Petersburg,Hard,Petra Kvitova,1,9,4,75,66.66666666666667,16.666666666666668,WTA,win
St. Petersburg,Hard,Donna Vekic,8,6,3,61.904761904761905,84.61538461538461,68.75,WTA,win
St. Petersburg,Hard,Ekaterina Alexandrova,NA,4,2,56.92307692307692,83.78378378378379,35.714285714285715,WTA,win
St. Petersburg,Hard,Aryna Sabalenka,4,3,1,60.317460317460316,65.78947368421052,60,WTA,win
St. Petersburg,Hard,Kiki Bertens,2,13,4,64.58333333333333,90.3225806451613,41.1764705882353,WTA,win
St. Petersburg,Hard,Veronika Kudermetova,NA,7,0,44.44444444444444,70,76,WTA,win
St. Petersburg,Hard,Donna Vekic,8,3,4,58.02469135802469,76.59574468085107,47.05882352941177,WTA,win
St. Petersburg,Hard,Ekaterina Alexandrova,NA,17,4,55.43478260869565,78.43137254901961,46.34146341463415,WTA,win
St. Petersburg,Hard,Jelena Ostapenko,6,2,9,57.142857142857146,66.66666666666667,37.03703703703704,WTA,win
Doha,Hard,Elise Mertens,NA,2,6,60.78431372549019,51.61290322580645,47.5,WTA,win
Doha,Hard,Simona Halep,1,1,2,64,64.0625,52.77777777777778,WTA,win
Doha,Hard,Elise Mertens,NA,4,4,59.550561797752806,56.60377358490566,61.111111111111114,WTA,win
Doha,Hard,Simona Halep,1,3,2,76.76767676767676,63.1578947368421,39.130434782608695,WTA,win
Doha,Hard,Elina Svitolina,4,2,1,68.51851851851852,78.37837837837837,41.1764705882353,WTA,win
Doha,Hard,Elise Mertens,NA,5,4,56.578947368421055,74.4186046511628,36.36363636363637,WTA,win
Doha,Hard,Simona Halep,1,2,6,53.73134328358209,66.66666666666667,45.16129032258065,WTA,win
Doha,Hard,Elina Svitolina,4,7,5,65.625,71.42857142857143,40.90909090909091,WTA,win
Doha,Hard,Kiki Bertens,5,5,5,61.19402985074627,65.85365853658537,61.53846153846154,WTA,win
Doha,Hard,Elise Mertens,NA,3,3,62.903225806451616,61.53846153846154,65.21739130434783,WTA,win
Doha,Hard,Jelena Ostapenko,NA,3,7,64.38356164383562,74.46808510638297,42.30769230769231,WTA,win
Doha,Hard,Su Wei Hsieh,NA,0,3,65.38461538461539,73.52941176470588,50,WTA,win
Doha,Hard,Kiki Bertens,5,2,4,54.32098765432099,61.36363636363637,40.54054054054054,WTA,win
Doha,Hard,Elise Mertens,NA,1,5,55.73770491803279,82.3529411764706,40.74074074074074,WTA,win
Dubai,Hard,Belinda Bencic,NA,3,4,64.55696202531645,56.86274509803921,53.57142857142857,WTA,win
Dubai,Hard,Belinda Bencic,NA,4,6,67.5,59.25925925925926,61.53846153846154,WTA,win
Dubai,Hard,Petra Kvitova,2,3,8,52.22222222222222,61.702127659574465,60.46511627906977,WTA,win
Dubai,Hard,Elina Svitolina,6,3,2,50.847457627118644,73.33333333333333,51.724137931034484,WTA,win
Dubai,Hard,Belinda Bencic,NA,1,4,64.48598130841121,52.17391304347826,50,WTA,win
Dubai,Hard,Su Wei Hsieh,NA,2,5,67.36842105263158,67.1875,41.935483870967744,WTA,win
Dubai,Hard,Petra Kvitova,2,2,4,60.78431372549019,74.19354838709677,55,WTA,win
Dubai,Hard,Elina Svitolina,6,2,2,50,65.21739130434783,69.56521739130434,WTA,win
Dubai,Hard,Simona Halep,3,1,1,54.90196078431372,71.42857142857143,52.17391304347826,WTA,win
Dubai,Hard,Belinda Bencic,NA,0,13,63.28125,66.66666666666667,36.170212765957444,WTA,win
Dubai,Hard,Su Wei Hsieh,NA,1,3,63.855421686746986,66.0377358490566,43.333333333333336,WTA,win
Dubai,Hard,Karolina Pliskova,4,10,3,64.94845360824742,65.07936507936508,55.88235294117647,WTA,win
Dubai,Hard,Petra Kvitova,2,5,10,56.86274509803921,65.51724137931035,52.27272727272727,WTA,win
Dubai,Hard,Kristina Mladenovic,NA,4,0,55.76923076923077,58.62068965517241,39.130434782608695,WTA,win
Dubai,Hard,Elina Svitolina,6,2,3,52.54237288135593,67.74193548387096,57.142857142857146,WTA,win
Dubai,Hard,Simona Halep,3,3,4,69.56521739130434,79.16666666666667,42.857142857142854,WTA,win
Dubai,Hard,Belinda Bencic,NA,2,0,70,78.57142857142857,58.333333333333336,WTA,win
Dubai,Hard,Aryna Sabalenka,8,5,3,75,76.92307692307692,61.53846153846154,WTA,win
Dubai,Hard,Su Wei Hsieh,NA,1,0,77.04918032786885,65.95744680851064,64.28571428571429,WTA,win
Dubai,Hard,Karolina Pliskova,4,13,2,69.11764705882354,82.97872340425532,57.142857142857146,WTA,win
Dubai,Hard,Sofia Kenin,NA,5,8,60.46511627906977,57.69230769230769,35.294117647058826,WTA,win
Dubai,Hard,Petra Kvitova,2,7,9,59.63302752293578,76.92307692307692,50,WTA,win
Dubai,Hard,Kristina Mladenovic,NA,1,7,56.52173913043478,76.92307692307692,35,WTA,win
Dubai,Hard,Saisai Zheng,NA,2,6,56.17977528089887,62,41.02564102564103,WTA,win
Dubai,Hard,Belinda Bencic,NA,5,7,68.1159420289855,78.72340425531915,40.90909090909091,WTA,win
Dubai,Hard,Su Wei Hsieh,NA,1,0,64.40677966101696,68.42105263157895,52.38095238095238,WTA,win
Dubai,Hard,Sofia Kenin,NA,2,4,61.36363636363637,81.48148148148148,58.8235294117647,WTA,win
Dubai,Hard,Caroline Garcia,14,4,0,65.85365853658537,62.96296296296296,71.42857142857143,WTA,win
Charleston,Clay,Petra Martic,16,1,1,67.74193548387096,73.80952380952381,65,WTA,win
Charleston,Clay,Belinda Bencic,9,0,2,75,76.92307692307692,69.23076923076923,WTA,win
Charleston,Clay,Petra Martic,16,0,2,68.96551724137932,58.333333333333336,44.44444444444444,WTA,win
Charleston,Clay,Maria Sakkari,15,1,4,67.3913043478261,64.51612903225806,30,WTA,win
Charleston,Clay,Ajla Tomljanovic,14,1,5,59.45945945945946,68.18181818181819,30,WTA,win
Charleston,Clay,Jelena Ostapenko,10,1,6,52.99145299145299,59.67741935483871,45.45454545454545,WTA,win
Charleston,Clay,Aryna Sabalenka,3,1,11,64.70588235294117,63.63636363636363,30,WTA,win
Charleston,Clay,Belinda Bencic,9,4,0,73.91304347826087,85.29411764705883,41.666666666666664,WTA,win
Charleston,Clay,Petra Martic,16,1,2,70.17543859649123,70,41.1764705882353,WTA,win
Charleston,Clay,Maria Sakkari,15,3,2,62.5,66.66666666666667,50,WTA,win
Charleston,Clay,Kiki Bertens,2,2,0,67.56756756756756,80,50,WTA,win
Charleston,Clay,Ajla Tomljanovic,14,7,5,58.666666666666664,59.09090909090909,35.483870967741936,WTA,win
Charleston,Clay,Jelena Ostapenko,10,2,7,61.016949152542374,77.77777777777777,39.130434782608695,WTA,win
Charleston,Clay,Sofia Kenin,13,2,2,60.563380281690144,67.44186046511628,57.142857142857146,WTA,win
Charleston,Clay,Belinda Bencic,9,1,1,73.6842105263158,75,60,WTA,win
Charleston,Clay,Petra Martic,16,1,2,73.97260273972603,57.407407407407405,31.57894736842105,WTA,win
Charleston,Clay,Maria Sakkari,15,0,10,61.36363636363637,68.51851851851852,29.41176470588235,WTA,win
Stuttgart,Clay,Petra Kvitova,3,5,5,68.1159420289855,76.59574468085107,40.90909090909091,WTA,win
Stuttgart,Clay,Petra Kvitova,3,3,3,68.75,78.18181818181819,48,WTA,win
Stuttgart,Clay,Naomi Osaka,1,8,3,65.97938144329896,70.3125,54.54545454545455,WTA,win
Stuttgart,Clay,Petra Kvitova,3,7,4,70.83333333333333,74.50980392156863,52.38095238095238,WTA,win
Stuttgart,Clay,Kiki Bertens,6,5,2,65.45454545454545,77.77777777777777,68.42105263157895,WTA,win
Stuttgart,Clay,Naomi Osaka,1,7,2,60,76.19047619047619,46.42857142857143,WTA,win
Stuttgart,Clay,Donna Vekic,NA,2,2,61.8421052631579,59.57446808510638,55.172413793103445,WTA,win
Stuttgart,Clay,Anastasija Sevastova,7,1,1,46.666666666666664,67.85714285714286,50,WTA,win
Stuttgart,Clay,Petra Kvitova,3,4,2,57.69230769230769,70,59.09090909090909,WTA,win
Stuttgart,Clay,Kiki Bertens,6,20,6,51.19047619047619,88.37209302325581,51.21951219512195,WTA,win
Stuttgart,Clay,Su Wei Hsieh,NA,0,4,70.2127659574468,63.63636363636363,50,WTA,win
Stuttgart,Clay,Donna Vekic,NA,2,4,53.96825396825397,67.6470588235294,58.62068965517241,WTA,win
Stuttgart,Clay,Anastasija Sevastova,7,4,5,55.12820512820513,72.09302325581395,42.857142857142854,WTA,win
Stuttgart,Clay,Kiki Bertens,6,4,3,47.61904761904762,80,66.66666666666667,WTA,win
Stuttgart,Clay,Belinda Bencic,NA,4,3,63.1578947368421,75,57.142857142857146,WTA,win
Rome,Clay,Karolina Pliskova,4,5,3,73.77049180327869,73.33333333333333,68.75,WTA,win
Rome,Clay,Johanna Konta,NA,1,3,62.5,64.61538461538461,46.15384615384615,WTA,win
Rome,Clay,Karolina Pliskova,4,2,0,61.29032258064516,76.3157894736842,50,WTA,win
Rome,Clay,Kiki Bertens,6,0,0,NA,NA,NA,WTA,win
Rome,Clay,Johanna Konta,NA,2,4,74.35897435897436,68.96551724137932,50,WTA,win
Rome,Clay,Karolina Pliskova,4,11,4,62.88659793814433,73.77049180327869,50,WTA,win
Rome,Clay,Maria Sakkari,NA,4,2,61.53846153846154,72.91666666666667,40,WTA,win
Rome,Clay,Naomi Osaka,1,9,1,59.09090909090909,88.46153846153847,61.111111111111114,WTA,win
Rome,Clay,Kiki Bertens,6,5,7,46.3768115942029,68.75,48.648648648648646,WTA,win
Rome,Clay,Johanna Konta,NA,6,0,70.37037037037037,68.42105263157895,56.25,WTA,win
Rome,Clay,Karolina Pliskova,4,12,2,52.27272727272727,84.78260869565217,35.714285714285715,WTA,win
Rome,Clay,Kristina Mladenovic,NA,4,4,57.142857142857146,69.44444444444444,59.25925925925926,WTA,win
Rome,Clay,Maria Sakkari,NA,2,3,61.53846153846154,70.3125,47.5,WTA,win
Rome,Clay,Naomi Osaka,1,12,0,64.0625,73.17073170731707,43.47826086956522,WTA,win
Rome,Clay,Kiki Bertens,6,12,4,58.16326530612245,70.17543859649123,31.70731707317073,WTA,win
Rome,Clay,Johanna Konta,NA,1,2,62.745098039215684,62.5,44.73684210526316,WTA,win
Rome,Clay,Sofia Kenin,NA,0,4,72.97297297297297,71.60493827160494,53.333333333333336,WTA,win
Rome,Clay,Karolina Pliskova,4,5,1,60.37735849056604,75,52.38095238095238,WTA,win
Rome,Clay,Ashleigh Barty,8,10,5,56.074766355140184,63.333333333333336,51.06382978723404,WTA,win
Rome,Clay,Kristina Mladenovic,NA,5,4,50,72.09302325581395,48.83720930232558,WTA,win
Rome,Clay,Maria Sakkari,NA,3,2,57.142857142857146,78.57142857142857,52.38095238095238,WTA,win
Rome,Clay,Petra Kvitova,2,2,1,54.285714285714285,89.47368421052632,75,WTA,win
Rome,Clay,Johanna Konta,NA,4,3,60.9375,76.92307692307692,52,WTA,win
Rome,Clay,Sofia Kenin,NA,2,5,52.17391304347826,70.83333333333333,59.09090909090909,WTA,win
Rome,Clay,Ajla Tomljanovic,NA,5,5,55.88235294117647,65.78947368421052,46.666666666666664,WTA,win
Rome,Clay,Kristina Mladenovic,NA,4,5,60.869565217391305,85.71428571428571,27.77777777777778,WTA,win
Rome,Clay,Belinda Bencic,NA,0,2,56.52173913043478,74.35897435897436,46.666666666666664,WTA,win
Rome,Clay,Maria Sakkari,NA,5,0,60,69.04761904761905,60.714285714285715,WTA,win
Rome,Clay,Yulia Putintseva,NA,1,2,70,62.857142857142854,60,WTA,win
Birmingham,Grass,Ashleigh Barty,2,9,1,59.72222222222222,79.06976744186046,48.275862068965516,WTA,win
Birmingham,Grass,Ashleigh Barty,2,11,1,50,82.75862068965517,65.51724137931035,WTA,win
Birmingham,Grass,Petra Martic,NA,7,7,60.78431372549019,66.12903225806451,42.5,WTA,win
Birmingham,Grass,Ashleigh Barty,2,6,2,51.724137931034484,76.66666666666667,57.142857142857146,WTA,win
Birmingham,Grass,Yulia Putintseva,NA,3,2,66.66666666666667,56.25,68.75,WTA,win
Birmingham,Grass,Petra Martic,NA,3,2,72.72727272727273,72.91666666666667,61.111111111111114,WTA,win
Birmingham,Grass,Jelena Ostapenko,NA,2,8,56.25,75,57.142857142857146,WTA,win
Birmingham,Grass,Ashleigh Barty,2,4,1,70.83333333333333,82.3529411764706,42.857142857142854,WTA,win
Birmingham,Grass,Naomi Osaka,1,7,3,54.54545454545455,75,50,WTA,win
Birmingham,Grass,Yulia Putintseva,NA,0,1,67.79661016949153,67.5,57.89473684210526,WTA,win
Birmingham,Grass,Petra Martic,NA,4,1,56,76.19047619047619,51.515151515151516,WTA,win
Birmingham,Grass,Jelena Ostapenko,NA,7,5,50,88.88888888888889,55.55555555555556,WTA,win
Birmingham,Grass,Johanna Konta,7,3,6,64.70588235294117,81.81818181818181,44.44444444444444,WTA,win
Birmingham,Grass,Su Wei Hsieh,NA,2,5,69.1358024691358,71.42857142857143,48,WTA,win
Birmingham,Grass,Karolina Pliskova,3,11,2,76.78571428571429,86.04651162790698,30.76923076923077,WTA,win
Birmingham,Grass,Ashleigh Barty,2,5,7,52.459016393442624,78.125,44.827586206896555,WTA,win
Eastbourne,Grass,Karolina Pliskova,2,7,1,75.92592592592592,70.73170731707317,53.84615384615385,WTA,win
Eastbourne,Grass,Karolina Pliskova,2,3,0,48.888888888888886,90.9090909090909,60.869565217391305,WTA,win
Eastbourne,Grass,Kiki Bertens,3,6,7,57.77777777777778,69.23076923076923,50,WTA,win
Eastbourne,Grass,Karolina Pliskova,2,6,3,62.5,84,53.333333333333336,WTA,win
Eastbourne,Grass,Simona Halep,6,2,2,75.75757575757575,66,62.5,WTA,win
Eastbourne,Grass,Aryna Sabalenka,8,3,7,56.25,62.96296296296296,50,WTA,win
Eastbourne,Grass,Kiki Bertens,3,5,10,47.540983606557376,58.62068965517241,53.125,WTA,win
Eastbourne,Grass,Ekaterina Alexandrova,NA,4,3,50,60,40,WTA,win
Eastbourne,Grass,Karolina Pliskova,2,5,2,63.1578947368421,80.55555555555556,42.857142857142854,WTA,win
Eastbourne,Grass,Johanna Konta,14,5,0,73.13432835820896,71.42857142857143,55.55555555555556,WTA,win
Eastbourne,Grass,Simona Halep,6,1,2,70.6896551724138,70.73170731707317,52.94117647058823,WTA,win
Eastbourne,Grass,Aryna Sabalenka,8,3,4,52.83018867924528,82.14285714285714,52,WTA,win
Eastbourne,Grass,Kiki Bertens,3,4,2,57.407407407407405,74.19354838709677,52.17391304347826,WTA,win
Eastbourne,Grass,Jelena Ostapenko,NA,4,14,55.69620253164557,65.9090909090909,37.142857142857146,WTA,win
Eastbourne,Grass,Ekaterina Alexandrova,NA,9,8,49.523809523809526,71.15384615384616,49.056603773584904,WTA,win
Eastbourne,Grass,Elise Mertens,NA,2,4,68.53932584269663,68.85245901639344,42.857142857142854,WTA,win
Eastbourne,Grass,Karolina Pliskova,2,6,5,65.38461538461539,76.47058823529412,44.44444444444444,WTA,win
Eastbourne,Grass,Maria Sakkari,NA,6,1,63.1578947368421,87.5,57.142857142857146,WTA,win
Eastbourne,Grass,Johanna Konta,14,2,1,63.04347826086956,79.3103448275862,76.47058823529412,WTA,win
Eastbourne,Grass,Su Wei Hsieh,NA,1,4,69.56521739130434,62.5,42.857142857142854,WTA,win
Eastbourne,Grass,Yulia Putintseva,NA,2,0,66.66666666666667,87.5,75,WTA,win
Eastbourne,Grass,Jelena Ostapenko,NA,5,10,56.94444444444444,78.04878048780488,38.70967741935484,WTA,win
Eastbourne,Grass,Ekaterina Alexandrova,NA,14,3,59.67741935483871,83.78378378378379,60,WTA,win
Eastbourne,Grass,Belinda Bencic,10,3,3,61.016949152542374,72.22222222222223,65.21739130434783,WTA,win
Eastbourne,Grass,Elise Mertens,NA,5,1,65.21739130434783,73.33333333333333,54.166666666666664,WTA,win
San Jose,Hard,Saisai Zheng,NA,1,5,72.46376811594203,72,47.36842105263158,WTA,win
San Jose,Hard,Saisai Zheng,NA,1,0,69.23076923076923,62.22222222222222,45,WTA,win
San Jose,Hard,Aryna Sabalenka,2,5,8,63.492063492063494,80,17.391304347826086,WTA,win
San Jose,Hard,Maria Sakkari,7,7,9,50.90909090909091,58.92857142857143,46.2962962962963,WTA,win
San Jose,Hard,Saisai Zheng,NA,0,5,63.1578947368421,52.77777777777778,47.61904761904762,WTA,win
San Jose,Hard,Donna Vekic,5,6,3,59.523809523809526,88,64.70588235294117,WTA,win
San Jose,Hard,Aryna Sabalenka,2,6,9,44.943820224719104,67.5,44.89795918367347,WTA,win
San Jose,Hard,Elina Svitolina,1,1,6,46.93877551020408,86.95652173913044,46.15384615384615,WTA,win
San Jose,Hard,Maria Sakkari,7,9,5,55,69.0909090909091,42.22222222222222,WTA,win
San Jose,Hard,Saisai Zheng,NA,4,3,70,75,66.66666666666667,WTA,win
San Jose,Hard,Donna Vekic,5,6,4,55.73770491803279,64.70588235294117,48.148148148148145,WTA,win
San Jose,Hard,Aryna Sabalenka,2,6,6,61.81818181818182,82.3529411764706,38.095238095238095,WTA,win
San Jose,Hard,Maria Sakkari,7,6,2,41.30434782608695,84.21052631578948,70.37037037037037,WTA,win
San Jose,Hard,Saisai Zheng,NA,2,4,55.10204081632653,74.07407407407408,40.90909090909091,WTA,win
San Jose,Hard,Donna Vekic,5,7,12,46.464646464646464,76.08695652173913,33.9622641509434,WTA,win
Toronto,Hard,Sofia Kenin,NA,1,5,73.40425531914893,71.01449275362319,32,WTA,win
Toronto,Hard,Sofia Kenin,NA,0,2,65.3061224489796,78.125,58.8235294117647,WTA,win
Toronto,Hard,Elina Svitolina,6,4,1,57.6271186440678,67.6470588235294,48,WTA,win
Toronto,Hard,Karolina Pliskova,3,6,3,68.75,79.54545454545455,40,WTA,win
Toronto,Hard,Simona Halep,4,0,2,75.47169811320755,70,53.84615384615385,WTA,win
Toronto,Hard,Naomi Osaka,2,9,2,65.33333333333333,77.55102040816327,42.30769230769231,WTA,win
Toronto,Hard,Sofia Kenin,NA,4,5,73.52941176470588,68,44.44444444444444,WTA,win
Toronto,Hard,Dayana Yastremska,NA,7,10,49.36708860759494,64.1025641025641,55,WTA,win
Toronto,Hard,Belinda Bencic,11,5,12,51.886792452830186,70.9090909090909,49.01960784313726,WTA,win
Toronto,Hard,Elina Svitolina,6,6,6,57.69230769230769,65,40.90909090909091,WTA,win
Toronto,Hard,Karolina Pliskova,3,11,9,57.89473684210526,81.81818181818181,55,WTA,win
Toronto,Hard,Kiki Bertens,5,2,3,53.65853658536585,86.36363636363636,57.89473684210526,WTA,win
Toronto,Hard,Jelena Ostapenko,NA,4,15,41.666666666666664,57.142857142857146,36.734693877551024,WTA,win
Toronto,Hard,Simona Halep,4,1,3,70.87378640776699,50.68493150684932,56.666666666666664,WTA,win
Toronto,Hard,Ekaterina Alexandrova,NA,5,0,76.19047619047619,84.375,90,WTA,win
Toronto,Hard,Naomi Osaka,2,3,0,57.89473684210526,90.9090909090909,75,WTA,win
Toronto,Hard,Sofia Kenin,NA,5,4,58.208955223880594,64.1025641025641,39.285714285714285,WTA,win
Toronto,Hard,Dayana Yastremska,NA,5,8,53.333333333333336,68.75,60.714285714285715,WTA,win
Toronto,Hard,Belinda Bencic,11,2,2,59.523809523809526,72,70.58823529411765,WTA,win
Toronto,Hard,Jelena Ostapenko,NA,7,12,48.333333333333336,79.3103448275862,45.16129032258065,WTA,win
Toronto,Hard,Donna Vekic,NA,6,8,53.211009174311926,72.41379310344827,52.94117647058823,WTA,win
Toronto,Hard,Elise Mertens,NA,3,4,67.10526315789474,72.54901960784314,52,WTA,win
Toronto,Hard,Ekaterina Alexandrova,NA,9,7,59.523809523809526,88,41.1764705882353,WTA,win
Cincinnati,Hard,Ashleigh Barty,1,12,2,62.903225806451616,76.92307692307692,69.56521739130434,WTA,win
Cincinnati,Hard,Sofia Kenin,NA,2,4,62.295081967213115,76.3157894736842,39.130434782608695,WTA,win
Cincinnati,Hard,Ashleigh Barty,1,9,7,59.61538461538461,69.35483870967742,47.61904761904762,WTA,win
Cincinnati,Hard,Maria Sakkari,NA,4,4,58.76288659793814,80.70175438596492,55,WTA,win
Cincinnati,Hard,Karolina Pliskova,3,7,3,62.6865671641791,73.80952380952381,36,WTA,win
Cincinnati,Hard,Sofia Kenin,NA,1,7,59.40594059405941,75,36.58536585365854,WTA,win
Cincinnati,Hard,Naomi Osaka,2,15,0,75,65.55555555555556,40,WTA,win
Cincinnati,Hard,Ashleigh Barty,1,6,3,56.92307692307692,81.08108108108108,42.857142857142854,WTA,win
Cincinnati,Hard,Aryna Sabalenka,9,2,5,60.65573770491803,78.37837837837837,50,WTA,win
Cincinnati,Hard,Maria Sakkari,NA,5,7,58.888888888888886,62.264150943396224,51.351351351351354,WTA,win
Cincinnati,Hard,Karolina Pliskova,3,4,2,60.869565217391305,85.71428571428571,50,WTA,win
Cincinnati,Hard,Donna Vekic,NA,5,5,55.88235294117647,76.3157894736842,53.333333333333336,WTA,win
Cincinnati,Hard,Simona Halep,4,3,2,67,68.65671641791045,42.42424242424242,WTA,win
Cincinnati,Hard,Elina Svitolina,7,6,2,68.62745098039215,74.28571428571429,62.5,WTA,win
Cincinnati,Hard,Sofia Kenin,NA,1,0,66.66666666666667,76.66666666666667,73.33333333333333,WTA,win
Cincinnati,Hard,Su Wei Hsieh,NA,1,3,66.66666666666667,90,45,WTA,win
Cincinnati,Hard,Naomi Osaka,2,7,4,66.27906976744185,77.19298245614036,44.827586206896555,WTA,win
Cincinnati,Hard,Aryna Sabalenka,9,6,10,55.73770491803279,82.3529411764706,48.148148148148145,WTA,win
Cincinnati,Hard,Saisai Zheng,NA,1,2,69.76744186046511,83.33333333333333,38.46153846153846,WTA,win
Cincinnati,Hard,Maria Sakkari,NA,2,3,55,59.09090909090909,55.55555555555556,WTA,win
Cincinnati,Hard,Veronika Kudermetova,NA,6,3,51.21951219512195,80.95238095238095,55,WTA,win
Cincinnati,Hard,Dayana Yastremska,NA,6,8,52.27272727272727,69.56521739130434,35.714285714285715,WTA,win
Cincinnati,Hard,Yulia Putintseva,NA,5,2,63.829787234042556,68.33333333333333,41.1764705882353,WTA,win
Cincinnati,Hard,Donna Vekic,NA,5,1,62.903225806451616,64.1025641025641,60.869565217391305,WTA,win
Cincinnati,Hard,Ekaterina Alexandrova,NA,9,2,60.526315789473685,82.6086956521739,80,WTA,win
Cincinnati,Hard,Elise Mertens,NA,2,3,62.903225806451616,66.66666666666667,52.17391304347826,WTA,win
Cincinnati,Hard,Sofia Kenin,NA,2,9,62.96296296296296,60.78431372549019,46.666666666666664,WTA,win
Cincinnati,Hard,Su Wei Hsieh,NA,0,1,56.92307692307692,62.16216216216216,57.142857142857146,WTA,win
Zhengzhou,Hard,Karolina Pliskova,1,7,3,70.6896551724138,70.73170731707317,52.94117647058823,WTA,win
Zhengzhou,Hard,Karolina Pliskova,1,6,3,62.7906976744186,92.5925925925926,56.25,WTA,win
Zhengzhou,Hard,Petra Martic,7,3,0,56.60377358490566,70,73.91304347826087,WTA,win
Zhengzhou,Hard,Karolina Pliskova,1,18,4,67.03296703296704,80.32786885245902,30,WTA,win
Zhengzhou,Hard,Ajla Tomljanovic,NA,1,6,46.601941747572816,60.416666666666664,47.27272727272727,WTA,win
Zhengzhou,Hard,Petra Martic,7,7,4,70,64.28571428571429,50,WTA,win
Zhengzhou,Hard,Kristina Mladenovic,NA,3,12,52.985074626865675,66.19718309859155,36.507936507936506,WTA,win
